,KKTOWN 用戶,重覆檢查,誰做的,回覆(Y/N),備註,,,
,A361310,1,AN,,,,,
,K230327,1,AN,,,,,
,H444267,1,AN,,,FALSE,,
,C318406,1,AN,,,,,
,D227547,1,AN,,,FALSE,,
,E180057,1,AN,,,FALSE,,
,J214243,1,AN,,,FALSE,,
,F143306,1,AN,,,FALSE,,
,K209654,1,AN,,,FALSE,,
,C508531,1,AN,,,FALSE,,
,M413207,1,AN,,,FALSE,,
,G195630,1,AN,,,,,
,A317420,1,AN,,,,,
,E471437,1,yufi,,,,,
,M257551,1,yufi,,,,,
,H361262,1,yufi,,,,,
,E490544,1,yufi,,,,,
,F436201,1,yufi,,,,,
,B434667,1,yufi,,,,,
,G288954,1,yufi,,,,,
,G145646,1,yufi,,,,,
,F327532,1,yufi,,,,,
,D501708,1,yufi,,,,,
,K415666,1,yufi,,,,,
,J301752,1,yufi,,,,,
,G275743,1,yufi,,,,,
,G102273,1,yufi,,,,,
,B467678,1,yufi,,,,,
,M260345,1,yufi,,,,,
,E506714,1,yufi,,,,,
,J241021,1,yufi,,,,,
,C384340,1,yufi,,,,,
,B7/3452,1,yufi,,,,,
,B487698,1,yufi,,,,,
,D350854,1,yufi,,,,,
,J463199,1,yufi,,,,,
,M492753,1,yufi,,,,,
,M286426,1,yufi,,,,,
,D354033,1,yufi,,,,,
,C181247,1,yufi,,,,,
,C285021,1,yufi,,,,,
,C299739,1,yufi,,,,,
,M347036,1,yufi,,,,,
,C312070,1,yufi,,,,,
,C127215,1,yufi,,,,,
,D377331,1,yufi,,,,,
,E499938,1,yufi,,,,,
,M472667,1,yufi,,,,,
,G314595,1,yufi,,,,,
,D403049,1,yufi,,,,,
,G141532,1,yufi,,,,,
,J228173,1,yufi,,,,,
,C176352,1,yufi,,,,,
,E533719,1,yufi,,,,,
,E546116,1,yufi,,,,,
,D272853,1,yufi,,,,,
,A233864,1,yufi,,,,,
,D370434,1,yufi,,,,,
,H469480,1,yufi,,,,,
,A394277,1,yufi,,,,,
,J277255,1,yufi,,,,,
,E374307,1,yufi,,,,,
,K264394,1,yufi,,,,,
,E446258,1,yufi,,,,,
,H451649,1,yufi,,,,,
,B357953,1,yufi,,,,,
,G250091,1,yufi,,,,,
,J404646,1,yufi,,,,,
,G214418,1,yufi,,,,,
,G309491,1,yufi,,,,,
,B398568,1,yufi,,,,,
,B416979,1,yufi,,,,,
,A373751,1,yufi,,,,,
,H546282,1,yufi,,,,,
,G337915,1,yufi,,,,,
,J312180,1,yufi,,,,,
,H354486,1,yufi,,,,,
,A375885,1,yufi,,,,,
,K298736,1,yufi,,,,,
,C259732,1,yufi,,,,,
,B406276,1,yufi,,,,,
,A209466,1,yufi,,,,,
,G215177,1,yufi,,,,,
,K343198,1,yufi,,,,,
,D486011,1,yufi,,,,,
,K408274,1,yufi,,,,,
,G236110,1,yufi,,,,,
,G351951,1,yufi,,,,,
,K366958,1,yufi,,,,,
,E432486,1,yufi,,,,,
,J240757,1,yufi,,,,,
,K446356,1,yufi,,,,,
,D416150,1,AN,,,,,
,K301904,1,AN,,,,,
,C234465,1,AN,,,,,
,J332189,1,AN,,,,,
,C252043,1,AN,,,,,
,B319728,1,AN,,,,,
,F233157,1,AN,,,FALSE,,
,M405380,1,AN,,,,,
,B290351,1,AN,,,FALSE,,
,E559393,1,AN,,,,,
,K442387,1,AN,,,FALSE,,
,A136976,1,AN,,,,,
,G276898,1,AN,,,,,
,C306306,1,AN,,,,,
,B288730,1,AN,,,,,
,B474014,1,AN,,,,,
,M336905,1,AN,,,,,
,J325798,1,AN,,,,,
,C206041,1,AN,,,,,
,D487884,1,AN,,,FALSE,,
,E233146,1,AN,,,FALSE,,
,G204785,1,AN,,,FALSE,,
,M253857,1,AN,,,FALSE,,
,C586431,1,AN,,,FALSE,,
,B253715,1,AN,,,FALSE,,
,B259736,1,AN,,,FALSE,,
,C166249,1,AN,,,FALSE,,
,K242578,1,AN,,,FALSE,,
,B283646,1,AN,,,FALSE,,
,J534899,1,AN,,,FALSE,,
,K537254,1,AN,,,FALSE,,
,E213269,1,AN,,,FALSE,,
,J232379,1,AN,,,FALSE,,
,G197247,1,AN,,,,,
,C113157,1,AN,,,,,
,E575013,1,AN,,,,,
,A320720,1,AN,,,,,
,K364450,1,AN,,,,,
,H389235,1,AN,,,,,
,G367802,1,AN,,,,,
,K312299,1,AN,,,,,
,G319622,1,AN,,,,,
,D341636,1,AN,,,,,
,B253341,1,AN,,,FALSE,,
,H474672,1,AN,,,,,
,C239008,1,AN,,,,,
,M303971,1,AN,,,,,
,E372129,1,AN,,,,,
,E388068,1,AN,,,,,
,K424279,1,AN,,,,,
,B403548,1,AN,,,,,
,H507320,1,AN,,,,,
,B457844,1,AN,,,,,
,F337542,1,AN,,,,,
,C205920,1,AN,,,,,
,G265139,1,AN,,,,,
,G235307,1,AN,,,,,
,H543312,1,AN,,,,,
,E557017,1,AN,,,,,
,G151190,1,AN,,,,,
,A202899,1,AN,,,,,
,M422023,1,AN,,,,,
,E586585,1,AN,,,,,
,G109038,1,AN,,,,,
,C237952,1,AN,,,,,
,B243047,1,AN,,,,,
,G179141,1,AN,,,,,
,A293638,1,AN,,,,,
,B481395,1,AN,,,,,
,F329435,1,AN,,,,,
,B336426,1,AN,,,,,
,B338219,1,AN,,,,,
,M453076,1,AN,,,,,
,M323309,1,AN,,,,,
,G195498,1,AN,,,,,
,A315605,1,AN,,,,,
,C289597,1,AN,,,,,
,J258225,1,AN,,,,,
,B301050,1,AN,,,,,
,K189176,1,AN,,,,,
,G221678,1,AN,,,,,
,M452977,1,AN,,,,,
,D452318,1,AN,,,,,
,H556809,1,AN,,,,,
,J336919,1,AN,,,,,
,K311290,1,AN,,,FALSE,,
,E448216,1,AN,,,,,
,C414377,1,AN,,,FALSE,,
,B533324,1,AN,,,FALSE,,
,J218576,1,AN,,,FALSE,,
,M590906,1,AN,,,FALSE,,
,A253859,1,AN,,,FALSE,,
,B413274,1,AN,,,FALSE,,
,D427465,1,AN,,,FALSE,,
,K524331,1,AN,,,FALSE,,
,B233398,1,AN,,,FALSE,,
,G254458,1,AN,,,,,
,A190757,1,AN,,,FALSE,,
,D255346,1,AN,,,FALSE,,
,C487558,1,AN,,,FALSE,,
,B185478,1,AN,,,FALSE,,
,K253648,1,AN,,,FALSE,,
,K586822,1,AN,,,FALSE,,
,J232389,1,AN,,,FALSE,,
,C230748,1,AN,,,FALSE,,
,E316568,1,AN,,,,,
,B227995,1,AN,,,FALSE,,
,A253353,1,AN,,,FALSE,,
,D383664,1,AN,,,FALSE,,
,F213170,1,AN,,,FALSE,,
,A215673,1,AN,,,FALSE,,
,C336613,1,AN,,,FALSE,,
,K123793,1,AN,,,FALSE,,
,F108654,1,AN,,,FALSE,,
,J553579,1,AN,,,FALSE,,
,F534677,1,AN,,,FALSE,,
,E312347,1,AN,,,FALSE,,
,D246678,1,AN,,,FALSE,,
,A186428,1,AN,,,FALSE,,
,F208637,1,AN,,,FALSE,,
,D446856,1,AN,,,FALSE,,
,M147337,1,AN,,,FALSE,,
,G333157,1,AN,,,FALSE,,
,C215673,1,AN,,,FALSE,,
,B598669,1,AN,,,FALSE,,
,H215534,1,AN,,,FALSE,,
,G225558,1,AN,,,FALSE,,
,J588669,1,AN,,,FALSE,,
,D331377,1,AN,,,FALSE,,
,G305891,1,AN,,,FALSE,,
,M317379,1,AN,,,FALSE,,
,K297526,1,AN,,,,,
,D197532,1,AN,,,FALSE,,
,J367899,1,AN,,,FALSE,,
,M167836,1,AN,,,FALSE,,
,A277447,1,AN,,,FALSE,,
,M489754,1,AN,,,FALSE,,
,D368954,1,AN,,,FALSE,,
,K496415,1,AN,,,FALSE,,
,A266348,1,AN,,,FALSE,,
,F316634,1,AN,,,FALSE,,
,A157438,1,AN,,,FALSE,,
,B209753,1,AN,,,FALSE,,
,M328659,1,AN,,,FALSE,,
11/6,C322960,1,Yufi,,,,,
,K274811,1,Yufi,,,,,
,D489333,1,Yufi,,,,,
,H337238,1,Yufi,,,,,
,J274527,1,Yufi,,,,,
,A195342,1,Yufi,,,,,
,E431199,1,Yufi,,,,,
,D345629,1,Yufi,,,,,
,B390337,1,Yufi,,,,,
,J316074,1,Yufi,,,,,
,G273147,1,Yufi,,,,,
,K378882,1,Yufi,,,,,
,A290470,1,Yufi,,,,,
,D267133,1,Yufi,,,,,
,C208164,1,Yufi,,,,,
,J376365,1,Yufi,,,,,
,J309133,1,Yufi,,,,,
,J458854,1,Yufi,,,,,
,K406855,1,Yufi,,,,,
,D320791,1,Yufi,,,,,
,B320619,1,Yufi,,,,,
,C338789,1,Yufi,,,,,
,K264273,1,Yufi,,,,,
,M437148,1,Yufi,,,,,
,F539337,1,Yufi,,,,,
,K262997,1,Yufi,,,,,
,J448371,1,Yufi,,,,,
,M467486,1,Yufi,,,,,
,F335463,1,Yufi,,,,,
,F322615,1,Yufi,,,,,
,H325050,1,Yufi,,,,,
,J325061,1,Yufi,,,,,
,G205277,1,Yufi,,,,,
,E460525,1,Yufi,,,,,
,E517802,1,Yufi,,,,,
,C329054,1,Yufi,,,,,
,E531728,1,Yufi,,,,,
,J383097,1,Yufi,,,,,
,F157095,1,Yufi,,,,,
,F497119,1,Yufi,,,,,
,J318879,1,Yufi,,,,,
,J468787,1,Yufi,,,,,
,K299066,1,Yufi,,,,,
,H565532,1,Yufi,,,,,
,K316842,1,Yufi,,,,,
,M507614,1,Yufi,,,,,
,K282703,1,Yufi,,,,,
,G364645,1,Yufi,,,,,
,G225858,1,Yufi,,,,,
,B450210,1,Yufi,,,,,
,B330464,1,Yufi,,,,,
,H473000,1,Yufi,,,,,
,J339251,1,Yufi,,,,,
,J453860,1,Yufi,,,,,
,K217952,1,Yufi,,,,,
,G358023,1,Yufi,,,,,
,C141757,1,Yufi,,,,,
,K382215,1,Yufi,,,,,
,M454811,1,Yufi,,,,,
,F433528,1,Yufi,,,,,
,H359997,1,Yufi,,,,,
,F355659,1,Yufi,,,,,
,G151740,1,Yufi,,,,,
,G166040,1,Yufi,,,,,
,M267297,1,Yufi,,,,,
,H389499,1,Yufi,,,,,
,H373681,1,Yufi,,,,,
,K560852,1,Yufi,,,,,
,M400221,1,Yufi,,,,,
,G306532,1,Yufi,,,,,
,J252329,1,Yufi,,,,,
,J287287,1,Yufi,,,,,
,H422400,1,Yufi,,,,,
,H417474,1,Yufi,,,,,
,J344080,1,Yufi,,,,,
,G332723,1,Yufi,,,,,
,D375725,1,Yufi,,,,,
,B385343,1,Yufi,,,,,
,H506165,1,Yufi,,,,,
,D346674,1,Yufi,,,,,
,E515954,1,Yufi,,,,,
,K393237,1,Yufi,,,,,
,G309689,1,Yufi,,,,,
,G287931,1,Yufi,,,,,
,M323155,1,Yufi,,,,,
,F397162,1,Yufi,,,,,
,D364373,1,Yufi,,,,,
,C378455,1,Yufi,,,,,
,D505459,1,Yufi,,,,,
,B469504,1,Yufi,,,,,
,H372229,1,Yufi,,,,,
,C325820,1,Yufi,,,,,
,A325626,1,Yufi,,,,,
,M268782,1,Yufi,,,,,
,E412697,1,Yufi,,,,,
,B274749,1,Yufi,,,,,
,E330406,1,Yufi,,,,,
,D279959,1,Yufi,,,,,
,K391158,1,Yufi,,,,,
,H560241,1,Yufi,,,,,
,M344132,1,Yufi,,,,,
,E569458,1,Yufi,,,,,
,F337300,1,Yufi,,,,,
,J252241,1,Yufi,,,,,
,D366078,1,Yufi,,,,,
,M441680,1,Yufi,,,,,
,H546007,1,Yufi,,,,,
,C183909,1,Yufi,,,,,
,M275338,1,Yufi,,,,,
,E327062,1,Yufi,,,,,
,K256540,1,Yufi,,,,,
,J360602,1,Yufi,,,,,
,C216491,1,Yufi,,,,,
,F465857,1,Yufi,,,,,
,H405529,1,Yufi,,,,,
,C185372,1,Yufi,,,,,
,D424818,1,Yufi,,,,,
,E934085,1,Yufi,,,,,
,M462558,1,Yufi,,,,,
,H450736,1,Yufi,,,,,
,D49483,1,Yufi,,,,,
,J273383,1,Yufi,,,,,
,D322848,1,Yufi,,,,,
,B397124,1,Yufi,,,,,
,F394830,1,Yufi,,,,,
,D520650,1,Yufi,,,,,
,M482413,1,Yufi,,,,,
,A250650,1,Yufi,,,,,
,J310706,1,Yufi,,,,,
,F540140,1,Yufi,,,,,
,M294500,1,Yufi,,,,,
,H337568,1,Yufi,,,,,
,J336732,1,Yufi,,,,,
,G243128,1,Yufi,,,,,
,M338280,1,Yufi,,,,,
,G297809,1,Yufi,,,,,
,F498824,1,Yufi,,,,,
,J404008,1,Yufi,,,,,
,J392788,1,Yufi,,,,,
,J422950,1,Yufi,,,,,
,E532113,1,Yufi,,,,,
,H363825,1,Yufi,,,,,
,D378277,1,Yufi,,,,,
,J466455,1,Yufi,,,,,
,M501586,1,Yufi,,,,,
,D452494,1,Yufi,,,,,
,D373459,1,Yufi,,,,,
,B320971,1,Yufi,,,,,
,A221676,1,Yufi,,,,,
,F361379,1,Yufi,,,,,
,F362919,1,Yufi,,,,,
,E380456,1,Yufi,,,,,
,E349172,1,Yufi,,,,,
,K283545,1,Yufi,,,,,
,F401694,1,Yufi,,,,,
,E470436,1,Yufi,,,,,
,C220869,1,Yufi,,,,,
,M262644,1,Yufi,,,,,
,K270004,1,Yufi,,,,,
,D286955,1,Yufi,,,,,
,C112255,1,Yufi,,,,,
,G267427,1,Yufi,,,,,
,C196548,1,Yufi,,,,,
,B229121,1,Yufi,,,,,
,J477092,1,Yufi,,,,,
,G191505,1,Yufi,,,,,
,M300913,1,Yufi,,,,,
,B413998,1,Yufi,,,,,
,K393182,1,Yufi,,,,,
,H382987,1,Yufi,,,,,
,F470620,1,Yufi,,,,,
,A391285,1,Yufi,,,,,
,C199793,1,Yufi,,,,,
,F480399,1,Yufi,,,,,
,E362856,1,Yufi,,,,,
,E427415,1,Yufi,,,,,
,C192599,1,Yufi,,,,,
,G172541,1,Yufi,,,,,
,A211677,1,Yufi,,,,,
,K233671,1,Yufi,,,,,
,A316518,1,Yufi,,,,,
,M260642,1,Yufi,,,,,
,B318661,1,Yufi,,,,,
,H445951,1,Yufi,,,,,
,E382788,1,Yufi,,,,,
,C245465,1,Yufi,,,,,
,H515581,1,Yufi,,,,,
,M478112,1,Yufi,,,,,
,G318093,1,Yufi,,,,,
,B445392,1,Yufi,,,,,
,C159148,1,Yufi,,,,,
,B228362,1,Yufi,,,,,
,D464154,1,Yufi,,,,,
,F377714,1,Yufi,,,,,
,F333296,1,Yufi,,,,,
,G166612,1,Yufi,,,,,
,F514983,1,Yufi,,,,,
,F509395,1,Yufi,,,,,
,G272388,1,Yufi,,,,,
,J363385,1,Yufi,,,,,
,E490192,1,Yufi,,,,,
,M495206,1,Yufi,,,,,
,D444717,1,Yufi,,,,,
,J305437,1,Yufi,,,,,
,H379225,1,Yufi,,,,,
,A260759,1,Yufi,,,,,
,D326830,1,Yufi,,,,,
,J269434,1,Yufi,,,,,
,C127457,1,Yufi,,,,,
,H403843,1,Yufi,,,,,
,J281842,1,Yufi,,,,,
,B296144,1,Yufi,,,,,
,A301360,1,Yufi,,,,,
,B410885,1,Yufi,,,,,
,K382952,1,Yufi,,,,,
,F524542,1,Yufi,,,,,
,G254205,1,Yufi,,,,,
,J460779,1,Yufi,,,,,
,A374422,1,Yufi,,,,,
,H336699,1,Yufi,,,,,
,F492719,1,Yufi,,,,,
,G213549,1,Yufi,,,,,
,D378992,1,Yufi,,,,,
,F493962,1,Yufi,,,,,
,J460328,1,Yufi,,,,,
,H574365,1,Yufi,,,,,
,F534035,1,Yufi,,,,,
,K414566,1,Yufi,,,,,
,A222039,1,Yufi,,,,,
,D271830,1,Yufi,,,,,
,K293060,1,Yufi,,,,,
,J346093,1,Yufi,,,,,
,F397613,1,Yufi,,,,,
,J362472,1,Yufi,,,,,
,G173190,1,Yufi,,,,,
,K182114,1,Yufi,,,,,
,H421696,1,Yufi,,,,,
,C333685,1,Yufi,,,,,
,M465253,1,Yufi,,,,,
,H534457,1,Yufi,,,,,
,C179069,1,Yufi,,,,,
,C315458,1,Yufi,,,,,
,D435389,1,Yufi,,,,,
,G300669,1,Yufi,,,,,
,D320879,1,Yufi,,,,,
,M294170,1,Yufi,,,,,
,C364980,1,Yufi,,,,,
,F293872,1,Yufi,,,,,
,C295735,1,Yufi,,,,,
,G221502,1,Yufi,,,,,
,H343079,1,Yufi,,,,,
,A258845,1,Yufi,,,,,
,M370114,1,Yufi,,,,,
,C247082,1,Yufi,,,,,
,D366716,1,Yufi,,,,,
,G212845,1,Yufi,,,,,
,A328585,1,Yufi,,,,,
,F490948,1,Yufi,,,,,
,J370931,1,Yufi,,,,,
,G102119,1,Yufi,,,,,
,D369697,1,Yufi,,,,,
,A370286,1,Yufi,,,,,
,A181823,1,Yufi,,,,,
,J465355,1,Yufi,,,,,
,G134778,1,Yufi,,,,,
,B457272,1,Yufi,,,,,
,B314184,1,Yufi,,,,,
,B370636,1,Yufi,,,,,
,C198913,1,Yufi,,,,,
,F531043,1,Yufi,,,,,
,H399916,1,Yufi,,,,,
,J403205,1,Yufi,,,,,
,A389151,1,Yufi,,,,,
,J307472,1,Yufi,,,,,
,H368434,1,Yufi,,,,,
,C168410,1,Yufi,,,,,
,B332301,1,Yufi,,,,,
,E453309,1,Yufi,,,,,
,C174317,1,Yufi,,,,,
,B298982,1,Yufi,,,,,
,H527659,1,Yufi,,,,,
,K257255,1,Yufi,,,,,
,D357608,1,Yufi,,,,,
,M414158,1,Yufi,,,,,
,B448626,1,Yufi,,,,,
,H527538,1,Yufi,,,,,
,K383887,1,Yufi,,,,,
,B465302,1,Yufi,,,,,
,A390669,1,Yufi,,,,,
,K436390,1,Yufi,,,,,
,H340879,1,Yufi,,,,,
,J249667,1,Yufi,,,,,
,J463991,1,Yufi,,,,,
,D378211,1,Yufi,,,,,
,K240084,1,Yufi,,,,,
,C124707,1,Yufi,,,,,
,F395204,1,Yufi,,,,,
,D383183,1,Yufi,,,,,
,F387141,1,Yufi,,,,,
,F379397,1,Yufi,,,,,
,H369116,1,Yufi,,,,,
,B280667,1,Yufi,,,,,
,M358222,1,Yufi,,,,,
,M321912,1,Yufi,,,,,
,D404589,1,Yufi,,,,,
,G146053,1,Yufi,,,,,
,G219940,1,Yufi,,,,,
,B364047,1,Yufi,,,,,
,K211385,1,Yufi,,,,,
,A301393,1,Yufi,,,,,
,D445410,1,Yufi,,,,,
,F469696,1,Yufi,,,,,
,K383480,1,Yufi,,,,,
,M296414,1,Yufi,,,,,
,K431154,1,Yufi,,,,,
,C351879,1,Yufi,,,,,
,G214132,1,Yufi,,,,,
,B326614,1,Yufi,,,,,
,J306427,1,Yufi,,,,,
,B485784,1,Yufi,,,,,
,G134910,1,Yufi,,,,,
,G367505,1,Yufi,,,,,
,H515020,1,Yufi,,,,,
,B480075,1,Yufi,,,,,
,E403127,1,Yufi,,,,,
,E372877,1,Yufi,,,,,
,D381610,1,Yufi,,,,,
,J274582,1,Yufi,,,,,
,J258434,1,Yufi,,,,,
,M371346,1,Yufi,,,,,
,K220521,1,Yufi,,,,,
,G243502,1,Yufi,,,,,
,M389353,1,Yufi,,,,,
,h462308,1,Yufi,,,,,
,D374603,1,Yufi,,,,,
,D305347,1,Yufi,,,,,
,E520607,1,Yufi,,,,,
,M377341,1,Yufi,,,,,
,A187884,1,Yufi,,,,,
,D302168,1,Yufi,,,,,
,G301802,1,Yufi,,,,,
,A380494,1,Yufi,,,,,
,G351687,1,Yufi,,,,,
,B216911,1,Yufi,,,,,
,D467509,1,Yufi,,,,,
,G351995,1,Yufi,,,,,
,D539174,1,Yufi,,,,,
,G257780,1,Yufi,,,,,
,A322271,1,Yufi,,,,,
,H410300,1,Yufi,,,,,
,C236082,1,Yufi,,,,,
,J406703,1,Yufi,,,,,
,G191802,1,Yufi,,,,,
,H404503,1,Yufi,,,,,
,G308204,1,Yufi,,,,,
,K391114,1,Yufi,,,,,
,K341152,1,Yufi,,,,,
,C337139,1,Yufi,,,,,
,M467442,1,Yufi,,,,,
,M449314,1,Yufi,,,,,
,J262515,1,Yufi,,,,,
,F501761,1,Yufi,,,,,
,J423302,1,Yufi,,,,,
,H559636,1,Yufi,,,,,
,K390971,1,Yufi,,,,,
,B431004,1,Yufi,,,,,
,B302326,1,Yufi,,,,,
,D516613,1,Yufi,,,,,
,D324553,1,Yufi,,,,,
,J299123,1,Yufi,,,,,
,H577599,1,Yufi,,,,,
,C353661,1,Yufi,,,,,
,A204725,1,Yufi,,,,,
,D354781,1,Yufi,,,,,
,D297570,1,Yufi,,,,,
,E319351,1,Yufi,,,,,
,G186170,1,Yufi,,,,,
,H474496,1,Yufi,,,,,
,H512402,1,Yufi,,,,,
,C234894,1,Yufi,,,,,
,K373613,1,Yufi,,,,,
,B483078,1,Yufi,,,,,
,E520574,1,Yufi,,,,,
,K189594,1,Yufi,,,,,
,D445795,1,Yufi,,,,,
,K382138,1,Yufi,,,,,
,J372427,1,Yufi,,,,,
,B342817,1,Yufi,,,,,
,A165301,1,Yufi,,,,,
,C280324,1,Yufi,,,,,
,F373787,1,Yufi,,,,,
,E526118,1,Yufi,,,,,
,J238689,1,Yufi,,,,,
,M334782,1,Yufi,,,,,
,F494875,1,Yufi,,,,,
,A244666,1,Yufi,,,,,
,F436718,1,Yufi,,,,,
,G263313,1,Yufi,,,,,
,B215549,1,AN,,,FALSE,,
,C521394,1,AN,,,FALSE,,
,E209488,1,AN,,,FALSE,,
,K284684,1,AN,,,FALSE,,
,D229461,1,AN,,,FALSE,,
,J458138,1,AN,,,FALSE,,
,A138465,1,AN,,,FALSE,,
,M351648,1,AN,,,FALSE,,
,B168869,1,AN,,,FALSE,,
,D284684,1,AN,,,FALSE,,
,A119684,1,AN,,,FALSE,,
,C135188,1,AN,,,FALSE,,
,B199438,1,AN,,,FALSE,,
,A227998,1,AN,,,FALSE,,
,M138469,1,AN,,,FALSE,,
,J258447,1,AN,,,FALSE,,
,G221888,1,AN,,,FALSE,,
,C103849,1,AN,,,FALSE,,
,D195397,1,AN,,,FALSE,,
,E117932,1,AN,,,FALSE,,
,A109205,1,AN,,,FALSE,,
,D295364,1,AN,,,FALSE,,
,K125889,1,AN,,,FALSE,,
,B203614,1,AN,,,FALSE,,
,C111395,1,AN,,,FALSE,,
,M193447,1,AN,,,FALSE,,
,D348648,1,AN,,,FALSE,,
,E549139,1,AN,,,FALSE,,
,A513949,1,AN,,,FALSE,,
,K431666,1,AN,,,FALSE,,
,M108089,1,AN,,,FALSE,,
,E505698,1,AN,,,FALSE,,
,D107739,1,AN,,,FALSE,,
,A463886,1,AN,,,FALSE,,
,G123548,1,AN,,,FALSE,,
,B299847,1,AN,,,FALSE,,
,M306034,1,AN,,,FALSE,,
,E118498,1,AN,,,FALSE,,
,D225688,1,AN,,,FALSE,,
,J138499,1,AN,,,FALSE,,
,A209994,1,AN,,,,,
,E115648,1,AN,,,FALSE,,
,A209984,1,AN,,,FALSE,,
,M223568,1,AN,,,FALSE,,
,C101414,1,AN,,,FALSE,,
,D573915,1,AN,,,FALSE,,
,K465138,1,AN,,,FALSE,,
,C259847,1,AN,,,FALSE,,
,D109854,1,AN,,,FALSE,,
,E133058,1,AN,,,FALSE,,
,D513648,1,AN,,,FALSE,,
,H284869,1,AN,,,FALSE,,
,A235594,1,AN,,,FALSE,,
,C131366,1,AN,,,FALSE,,
,F461998,1,AN,,,FALSE,,
,A139845,1,AN,,,FALSE,,
,E205846,1,AN,,,FALSE,,
,M308144,1,AN,,,FALSE,,
,C543184,1,AN,,,FALSE,,
,D229896,1,AN,,,FALSE,,
,A138468,1,AN,,,FALSE,,
,C284681,1,AN,,,FALSE,,
,B225846,1,AN,,,FALSE,,
,M189499,1,AN,,,FALSE,,
,E202088,1,AN,,,FALSE,,
,K303487,1,AN,,,FALSE,,
,E107495,1,AN,,,FALSE,,
,J225489,1,AN,,,FALSE,,
,K409873,1,AN,,,FALSE,,
,F141668,1,AN,,,FALSE,,
,E503948,1,AN,,,FALSE,,
,K569788,1,AN,,,FALSE,,
,A101489,1,AN,,,FALSE,,
,C321687,1,AN,,,FALSE,,
,B597264,1,AN,,,FALSE,,
,M348149,1,AN,,,FALSE,,
,F248198,1,AN,,,FALSE,,
,K301487,1,AN,,,FALSE,,
,D225569,1,AN,,,FALSE,,
,D254817,1,AN,,,FALSE,,
,E105893,1,AN,,,FALSE,,
,K229645,1,AN,,,,,
,J321897,1,AN,,,FALSE,,
,D421846,1,AN,,,FALSE,,
,M546898,1,AN,,,FALSE,,
,A210568,1,AN,,,FALSE,,
,D103949,1,AN,,,FALSE,,
,E589781,1,AN,,,FALSE,,
,M306498,1,AN,,,FALSE,,
,F502301,1,AN,,,FALSE,,
,E202384,1,AN,,,FALSE,,
,D312648,1,AN,,,FALSE,,
,F451698,1,AN,,,FALSE,,
,A138496,1,AN,,,FALSE,,
,B101548,1,AN,,,FALSE,,
,D456818,1,AN,,,FALSE,,
,K463351,1,AN,,,FALSE,,
,H494993,1,AN,,,FALSE,,
,E513849,1,AN,,,FALSE,,
,A326899,1,AN,,,FALSE,,
,K213548,1,AN,,,FALSE,,
,E101684,1,AN,,,FALSE,,
,H208461,1,AN,,,FALSE,,
,M306484,1,AN,,,FALSE,,
,E561568,1,AN,,,FALSE,,
,D445598,1,AN,,,FALSE,,
,A142217,1,AN,,,FALSE,,
,D506168,1,AN,,,FALSE,,
,E231548,1,AN,,,FALSE,,
,C315069,1,AN,,,FALSE,,
,K242516,1,AN,,,FALSE,,
,D321654,1,AN,,,FALSE,,
,E416849,1,AN,,,FALSE,,
,A301548,1,AN,,,FALSE,,
,B196385,1,AN,,,FALSE,,
,C153489,1,AN,,,FALSE,,
,B316864,1,AN,,,FALSE,,
,E256498,1,AN,,,FALSE,,
,M339915,1,AN,,,FALSE,,
,D113507,1,AN,,,FALSE,,
,K313259,1,AN,,,FALSE,,
,A199654,1,AN,,,,,
,E203548,1,AN,,,FALSE,,
,D321684,1,AN,,,FALSE,,
,K543198,1,AN,,,FALSE,,
,M421354,1,AN,,,FALSE,,
,D113084,1,AN,,,FALSE,,
,B361948,1,AN,,,FALSE,,
,C184731,1,AN,,,FALSE,,
,M323365,1,AN,,,FALSE,,
,E484991,1,AN,,,FALSE,,
,D101058,1,AN,,,FALSE,,
,K233648,1,AN,,,FALSE,,
,G250194,1,AN,,,FALSE,,
,A286415,1,AN,,,FALSE,,
,K286401,1,AN,,,FALSE,,
,J413884,1,AN,,,FALSE,,
,G358641,1,AN,,,FALSE,,
,E515381,1,AN,,,FALSE,,
,C353486,1,AN,,,FALSE,,
,M413858,1,AN,,,FALSE,,
,F248491,1,AN,,,FALSE,,
,F315386,1,AN,,,FALSE,,
,C215384,1,AN,,,FALSE,,
,A123559,1,AN,,,FALSE,,
,J203215,1,AN,,,FALSE,,
,F128648,1,AN,,,FALSE,,
,B315845,1,AN,,,,,
,C215684,1,AN,,,FALSE,,
,D312587,1,AN,,,FALSE,,
,K351589,1,AN,,,FALSE,,
,H202186,1,AN,,,FALSE,,
,M235884,1,AN,,,FALSE,,
,E513948,1,AN,,,FALSE,,
,D216843,1,AN,,,FALSE,,
,A301845,1,AN,,,FALSE,,
,K120351,1,AN,,,FALSE,,
,E136495,1,AN,,,FALSE,,
,D126463,1,AN,,,FALSE,,
,J325641,1,AN,,,FALSE,,
,H325469,1,AN,,,FALSE,,
,D321618,1,AN,,,FALSE,,
,A213848,1,AN,,,FALSE,,
,D566184,1,AN,,,FALSE,,
,F213849,1,AN,,,FALSE,,
,G324988,1,AN,,,FALSE,,
,K326168,1,AN,,,FALSE,,
,M203286,1,AN,,,FALSE,,
,M325445,1,AN,,,FALSE,,
,H125321,1,AN,,,FALSE,,
,B212258,1,AN,,,FALSE,,
